가로수길명,가로수길시작위도,가로수길시작경도,가로수길종료위도,가로수길종료경도,가로수종류,가로수수량,가로수길길이,식재연도,가로수길소개,도로명,도로종류,도로구간,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
요천로,35.411319,127.393663,35.418366,127.402861,느티나무,104,1.2,,양 옆 느티나무 식재 조성,,,남원대교~호반(중앙분리대),063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
용성로,35.418098,127.397083,35.413035,127.392251,"은행나무, 느티나무, 플라타너스",270,4.6,,"양 옆 은행나무, 느티나무, 플라타너스 식재 조성",,,용성초~선원4가~동디4가동디4가~이백3가,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
역재3길,35.419335,127.400278,35.420761,127.399312,살구나무,8,0.18,,양 옆 살구나무 식재 조성,,,정수장앞~종로학원,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
춘향로,35.415998,127.399182,35.423089,127.392091,은행나무,175,0.9,,양 옆 은행나무 식재 조성,,,광바위3가~지리산주유소,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
큰들길,35.412908,127.394707,35.417061,127.398072,"느티나무, 살구나무",158,0.4,,"양 옆 느티나무, 살구나무 식재 조성",,,도통초~도통우체국,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
큰들2길,35.414875,127.393899,35.416162,127.395186,은행나무,42,0.2,,양 옆 은행나무 식재 조성,,,도시광고~부영1차,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
황죽로,35.425546,127.409844,35.429748,127.406821,왕벚나무,37,0.5,,양 옆 왕벚나무 식재 조성,,,이그린아파트~남원의료원,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
갈치길(721호선),35.436662,127.416867,35.457077,127.144214,"은행나무, 왕벚나무",206,2.3,,"양 옆 은행나무, 왕벚나무 식재 조성",,갈치길(721호선),남원소방서 ~ 휴양림입구,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
요천로(19호선),35.433919,127.414738,35.463644,127.436821,은행나무,384,3.2,,양 옆 은행나무 식재 조성,,요천로(19호선),남일주유소~요천검문소,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
산업도로,35.444958,127.380631,35.372936,127.439168,배롱나무,359,2.8,,양 옆 배롱나무 식재 조성,,,산업도로(방자~고죽교차로),063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
보산로328,35.449789,127.416698,35.446948,127.641694,배롱나무,150,0,,양 옆 배롱나무 식재 조성,,,중갈치삼거리~ 하갈치교,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
솔뫼성지 소나무,36.8178620,126.7825320,36.8125490,126.7772020,소나무,82,0.6,2013,솔뫼성지 진입로변 소나무를 가로수로 조성하여 고즈넉한 분위기와 쾌적한 녹지공간을 느낄 수 있다,솔뫼성지 진입도로,기타도로,송산리,041-350-4182,충청남도 당진시청,2021-09-23,5680000,충청남도 당진시
석문국가산업단지 이팝나무,37.0178890,126.5746780,36.9884880,126.5996450,이팝나무+소나무,13648,109,2017,석문산업단지내 이팝나무와 소나무를 식재하여 산업단지의 삭막함을 해소하고 쾌적한 가로경관을 느낄 수 있다,석문산업단지도로,산업단지,장고항리,041-350-4182,충청남도 당진시청,2021-09-23,5680000,충청남도 당진시
송산2일반산업단지,36.9740020,126.6852710,36.9796710,126.7138340,벚나무+이팝나무+은행나무+메타세콰이어,3081,24.7,2013,송산2일반산업단지 내에 식재된 가로수를 통해 쾌적한 가로경관을 느낄 수 있다,송산2일반산업단지도로,산업단지,유곡리~동곡리,041-350-4182,충청남도 당진시청,2021-09-23,5680000,충청남도 당진시
합덕일반산업단지,36.8225440,126.7411410,36.8219300,126.7428940,벚나무+이팝나무+은행나무+느티나무,1780,14,2014,합덕일반산업단지도로 내에 가로수식재를 통해 쾌적한 가로경관을 느낄 수 있다,합덕일반산업단지도로,산업단지,운산리~소소리,041-350-4182,충청남도 당진시청,2021-09-23,5680000,충청남도 당진시
아산국가산업단지,36.9843680,126.7473780,36.9416700,126.7865680,플라타너스+회화나무,3836,30,2015,아산국가산업단지도로 내에 가로수식재를 통해 쾌적한 가로경관을 느낄 수 있다,아산국가산업단지도로,산업단지,부곡리,041-350-4182,충청남도 당진시청,2021-09-23,5680000,충청남도 당진시
합덕인더스파크,36.7908550,126.7443450,36.7869440,126.7443190,왕벚나무+이팝나무,838,6.7,2017,합덕인더스파크 산업단지 내 왕벚나무와 이팝나무 가로수를 볼 수 있다,합덕인더스파크 산업단지도로,산업단지,석우리,041-350-4182,충청남도 당진시청,2021-09-23,5680000,충청남도 당진시
송악지구 도시개발사업 가로수,36.8989510,126.6939460,36.9016490,126.6977770,소나무+이팝나무,276,2.2,2017,송악지구 내 소나무와 이팝나무 가로수를 볼 수 있다,송악지구 도시계획도로,기타도로,기지시리,041-350-4182,충청남도 당진시청,2021-09-23,5680000,충청남도 당진시
우강송산지구 도시개발사업 가로수,36.8114480,126.7759340,36.8114610,126.7735120,은행나무+왕벚나무,232,1.8,2015,우상송산지구 내 은행나무와 왕벚나무 가로수를 볼 수 있다,우강송산지구 도시계획도로,기타도로,송산리,041-350-4182,충청남도 당진시청,2021-09-23,5680000,충청남도 당진시
우강평야1로,36.8220290,126.8200080,36.8055610,126.8373910,무궁화,1465,2.5,2019,우강평야1로 내 무궁화 가로수를 볼 수 있다,우강평야1로,기타도로,내경리~소반리,041-350-4182,충청남도 당진시청,2021-09-23,5680000,충청남도 당진시
세종로,37.297635,127.637256,37.288834,127.634445,은행나무,85,1,,여주시청을 기점으로 여주시 시내의 중심지를 관통하는 도로의 가로수로 시민들이 가장 많이 이용하는 곳이며 양 옆으로 은행나무가 잘 식재되어 있어 여름철 녹음과 가을철 단풍으로 인한 아름다운 경관을 제공함.,,,여주시청~버스터미널사거리,031-887-2604,경기도 여주시청,2021-09-23,5700000,경기도 여주시
현암2길,37.306534,127.639737,37.313105,127.636131,왕벚나무,120,0.8,,오학동 아파트 및 빌라 등 집단주거촌 인근에 일직선으로 뻗은 도로에 양옆으로 왕벚나무가 식재되어 있어 봄철 아름다운 벚꽃길을 제공함,,,현암동 쌈지공원~삼진교차로,031-887-2604,경기도 여주시청,2021-09-23,5700000,경기도 여주시
오학 걷고싶은거리,37.299761,127.649157,37.313582,127.631224,왕벚나무,560,2.5,,"남한강 둔치와 여주대교 옆에 위치하고 있으며, 강변을 따라 노란 개나리가 피어 장관을 이루고 왕벚나무가 양 옆에 식재되어 있어 봄철 벚꽃이 터널을 이루어 아름다운 경관을 시민에게 제공함",,,여주대교~법무교차로,031-887-2605,경기도 여주시청,2021-09-23,5700000,경기도 여주시
능북로,37.341032,127.559988,37.387854,127.531354,왕벚나무,614,6.4,,"흥천 남한강 벚꽃축제를 개최할 정도로 크고 많은 왕벚나무가 양쪽 모두 식재되어 있으며, 여주시의 벚꽃 가로수길 명소라 할 수 있음",,,귀백삼거리~이포초등학교,031-887-2604,경기도 여주시청,2021-09-23,5700000,경기도 여주시
광한서길,35.401612,127.378861,35.402581,127.376729,은행나무,23,0.25,,양 옆으로 은행나무 식재 조성,,,광한루주차장~서문주차장,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
노송로,35.396615,127.379887,35.389121,127.369631,살구나무,394,1.5,,양 옆 살구나무 식재 조성,,,노암교~송동경계,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
쑥고개길,35.400768,127.378242,35.391635,127.369108,"느티나무, 왕벚나무",250,1.5,,"양 옆 느티나무, 왕벚나무 식재 조성",,,승사교~노암교~현대제재소,063-620-6438,전라북도 남원시청,2021-09-16,4700000,전라북도 남원시
국도6호선,37.533353,127.304741,37.529199,127.701761,은행나무+벚나무,,52.4,,"국도6호선을 따라 조성된 가로수길로 용담대교, 신원역, 대흥리 일원 등 가로수 조성이 가능한 곳곳에 은행나무와 벚나무가 식재되어 있음.",,,양서양수~청운갈운,031-770-2415,경기도 양평군청 산림과,2021-12-30,4170000,경기도 양평군
국도37호선(1),37.590018,127.470412,37.496074,127.484182,은행나무+벚나무+느티나무,,14.3,,국립중미산 자연휴양림을 끼고 계곡을 따라 경관이 수려한 가로수길,,,옥천신복~양평양근,031-770-2415,경기도 양평군청 산림과,2021-12-30,4170000,경기도 양평군
국도37호선(2),37.496081,127.484106,37.411797,127.539463,은행나무+산수유나무,,13.4,,산수유축제로 유명한 개군면을 지나는 가로수길로 꽃이 피는 봄철 경관도 아름답지만 열매가 맺히는 가을철 경관 또한 아름다움.,,,양평양근~개군상자포,031-770-2415,경기도 양평군청 산림과,2021-12-30,4170000,경기도 양평군
지방도70호선(1),37.609007,127.681178,37.537467,127.678986,은행나무+벚나무,,10.6,,산림경관이 수려한 청정지역 단월면에 은행나무와 벚나무가 조성되어 있는 가로수길,,,단월명성~단월보룡,031-770-2415,경기도 양평군청 산림과,2021-12-30,4170000,경기도 양평군
지방도70호선(2),37.515008,127.640445,37.412429,127.572676,은행나무+벚나무+이팝나무,,19.7,,지방도70호선이 지나는 광탄리의 은행나무와 옥현리의 벚나무가 수려한 경관을 이루고 있음.,,,단월봉상~단월계전,031-770-2415,경기도 양평군청 산림과,2021-12-30,4170000,경기도 양평군
지방도86호,37.646393,127.380157,37.650015,127.437065,느티나무+벚나무,,6.3,,"수입리의 벽계천을 따라 왕벚나무를 조성, 하천경관과 어우러져 절경을 이룸.",,,서종수입~서종노문,031-770-2415,경기도 양평군청 산림과,2021-12-30,4170000,경기도 양평군
지방도88호,37.400533,127.715992,37.370219,127.773513,벚나무,,8.8,,단석저수지를 따라 식재된 벚나무가 아름다운 길,,,양동단석~양동삼산,031-770-2415,경기도 양평군청 산림과,2021-12-30,4170000,경기도 양평군
지방도101호,37.511771,127.446049,37.533992,127.467663,벚나무+살구나무,,3.3,,양평워터워축제가 열리는 옥천리 사탄천을 따라 왕벚나무가 식재되어 있음,,,옥천아신~옥천신복,031-770-2415,경기도 양평군청 산림과,2021-12-30,4170000,경기도 양평군
논공공단길,35.782821,128.432225,35.781252,128.433671,양버즘나무,57,0.36,,논공공단길의 아름다운 양버즘나무 가로수길,논공공단길,,창덕섬유~교차로,053-668-2856,대구광역시 달성군청,2021-09-29,3480000,대구광역시 달성군
시저로,35.779565,128.430564,35.783402,128.429373,양버즘나무,28,0.18,,시저로의 아름다운 양버즘나무 가로수길,시저로,,"시저로,비슬로,교차로",053-668-2856,대구광역시 달성군청,2021-09-29,3480000,대구광역시 달성군
비슬로,35.780471,128.434824,35.780155,128.431056,이팝나무,282,1.4,,비슬로의 아름다운 이팝나무 가로수길,비슬로,,강림3차로~비슬로진입로,053-668-2856,대구광역시 달성군청,2021-09-29,3480000,대구광역시 달성군
비슬로,35.789592,128.466291,35.792157,128.465333,튤립나무,20,0.1,,비슬로의 아름다운 튤립나무 가로수길,비슬로,,교차로~세인빌딩,053-668-2856,대구광역시 달성군청,2021-09-29,3480000,대구광역시 달성군
비슬로447길,35.789592,128.466291,35.795505,128.458868,은행나무,102,0.55,,비슬로447길의 아름다운 은행나무 가로수길,비슬로447길,,비슬로447길교차로~달성미진이지비아와이드명곡,053-668-2856,대구광역시 달성군청,2021-09-29,3480000,대구광역시 달성군
비슬로447길,35.794705,128.465081,35.793444,128.465794,은행나무,30,0.2,,비슬로447길의 아름다운 은행나무 가로수길,비슬로447길,,푸른환경기계~오렌지도어몰딩,053-668-2856,대구광역시 달성군청,2021-09-29,3480000,대구광역시 달성군
옥포로,35.789146,128.470641,35.787225,128.472309,왕벚나무,178,0.5,,옥포로의 아름다운 왕벚나무 가로수길,옥포로,,벚꽃나들~영남우유표지판,053-668-2856,대구광역시 달성군청,2021-09-29,3480000,대구광역시 달성군
옥포로,35.790755,128.471003,35.754924,128.492799,이팝나무,78,0.95,,옥포로의 아름다운 이팝나무 가로수길,옥포로,,옥포낚시터~반송2교,053-668-2856,대구광역시 달성군청,2021-09-29,3480000,대구광역시 달성군
옥포로,35.754924,128.492799,35.761836,128.492569,이팝나무+왕벚나무,65,0.95,,옥포로의 이팝나무와 왕벚나무가 어우러진 아름다운 가로수길,옥포로,,반송2교~솔밭생수,053-668-2856,대구광역시 달성군청,2021-09-29,3480000,대구광역시 달성군
"옥포로,비슬로468길",35.761836,128.492569,35.771117,128.491069,왕벚나무,252,2.2,,옥포로와 비슬로468길을 잇는 아름다운 왕벚나무 가로수길,옥포로+비슬로468길,,솔밭생수,053-668-2856,대구광역시 달성군청,2021-09-29,3480000,대구광역시 달성군
옥포로,35.792044,128.476169,35.794573,128.478655,배롱나무+왕벚나무,24,0.13,,옥포로의 배롱나무와 왕벚나무가 어우러진 아름다운 가로수길,옥포로,,옥포로~화원옥포IC네거리,053-668-2856,대구광역시 달성군청,2021-09-29,3480000,대구광역시 달성군
옥포로,35.792054,128.476071,35.794573,128.478645,이팝나무,60,0.178,,옥포로의 아름다운 이팝나무 가로수길,옥포로,,화원옥포IC네거리진입로,053-668-2856,대구광역시 달성군청,2021-09-29,3480000,대구광역시 달성군
명곡로,35.754477,128.502959,35.754432,128.502652,배롱나무+단풍나무,171,0.39,,명곡로의 배롱나무와 단풍나무가 어우러진 아름다운 가로수길,명곡로,,반송4교,053-668-2856,대구광역시 달성군청,2021-09-29,3480000,대구광역시 달성군
명곡로,35.754332,128.502552,35.754172,128.502657,단풍나무,30,0.32,,명곡로의 아름다운 단풍나무 가로수길,명곡로,,명곡로,053-668-2856,대구광역시 달성군청,2021-09-29,3480000,대구광역시 달성군
사하구 사하로,35.086075,128.989111,35.100009,128.993243,왕벚나무+은행나무+양버즘나무,144,2.1,,"구평동과 괴정동을 연결하는 도로로 왕벚나무, 은행나무 등으로 조성되어 있음",,,구평초교 ~ 괴정사거리,,,2021-12-30,3340000,부산광역시 사하구
사하구 서포로,35.084806,128.983475,35.081307,128.989862,은행나무+느티나무+양버즘나무,107,0.6,,가로수의 주요수종은 버즘나무이나 구평택지개발 사업로 느티나무로 일부 수종갱신이 이루어졌음,,,구평고개사거리 ~ 구평삼거리,,,2021-12-30,3340000,부산광역시 사하구
사하구 승학로71번길,35.109355,128.981325,35.104536,128.976014,왕벚나무,13,0.7,,당리푸르지오아파트를 둘러싸며 왕벚나무길이 조성되어 있음,,,당리푸르지오아파트 ~ 당리푸르지오아파트,,,2021-12-30,3340000,부산광역시 사하구
사하구 신산로,35.089602,128.977536,35.090296,128.955486,양버즘나무,249,2,,공단지역으로 공해성이 강하고 녹음이 우거지는 양버즘나무로 조성되어 있음,,,강동병원 ~ 거성모방,,,2021-12-30,3340000,부산광역시 사하구
사하구 신산로13번길,35.090382,128.956719,35.096287,128.956995,왕벚나무+은행나무,106,0.7,,신평·장림일반산업단지내 도로로 공해에 강하고 가을 계절감을 느낄 수 있는 은행나무가 주요 수종으로 조성되어 있음,,,태광산업 ~ 하단강변삼거리,,,2021-12-30,3340000,부산광역시 사하구
